name,mass,discovery,year,lat,lng
Yamato 793562,1.38,found,1979,-71.5,35.66667
Yamato 793576,1.38,found,1979,-71.5,35.66667
Yamato 790107,1.39,found,1979,-71.5,35.66667
Yamato 790352,1.39,found,1979,-71.5,35.66667
Yamato 791479,1.39,found,1979,-71.5,35.66667
Yamato 791700,1.39,found,1979,-71.5,35.66667
Yamato 790227,1.4,found,1979,-71.5,35.66667
Yamato 790906,1.4,found,1979,-71.5,35.66667
Yamato 791095,1.4,found,1979,-71.5,35.66667
Yamato 791528,1.4,found,1979,-71.5,35.66667
Yamato 791625,1.4,found,1979,-71.5,35.66667
Yamato 792724,1.4,found,1979,-71.5,35.66667
Yamato 790919,1.41,found,1979,-71.5,35.66667
Yamato 792653,1.41,found,1979,-71.5,35.66667
Yamato 792641,1.42,found,1979,-71.5,35.66667
Yamato 793365,1.42,found,1979,-71.5,35.66667
Yamato 790302,1.43,found,1979,-71.5,35.66667
Yamato 790312,1.43,found,1979,-71.5,35.66667
Yamato 791697,1.44,found,1979,-71.5,35.66667
Yamato 792622,1.44,found,1979,-71.5,35.66667
Yamato 793015,1.44,found,1979,-71.5,35.66667
Yamato 792993,1.45,found,1979,-71.5,35.66667
Yamato 790041,1.46,found,1979,-71.5,35.66667
Yamato 790313,1.46,found,1979,-71.5,35.66667
Yamato 791338,1.46,found,1979,-71.5,35.66667
Yamato 793022,1.46,found,1979,-71.5,35.66667
Yamato 791336,1.47,found,1979,-71.5,35.66667
Yamato 791946,1.47,found,1979,-71.5,35.66667
Yamato 794019,1.47,found,1979,-71.5,35.66667
Yamato 790231,1.48,found,1979,-71.5,35.66667
Yamato 793367,1.48,found,1979,-71.5,35.66667
Yamato 790230,1.49,found,1979,-71.5,35.66667
Yamato 791903,1.5,found,1979,-71.5,35.66667
Yamato 792713,1.5,found,1979,-71.5,35.66667
Yamato 793250,1.51,found,1979,-71.5,35.66667
Yamato 794049,1.51,found,1979,-71.5,35.66667
Yamato 794084,1.51,found,1979,-71.5,35.66667
Yamato 792897,1.52,found,1979,-71.5,35.66667
Yamato 793012,1.52,found,1979,-71.5,35.66667
Yamato 791657,1.53,found,1979,-71.5,35.66667
Yamato 791945,1.54,found,1979,-71.5,35.66667
Yamato 792994,1.55,found,1979,-71.5,35.66667
Yamato 793018,1.55,found,1979,-71.5,35.66667
Yamato 790101,1.57,found,1979,-71.5,35.66667
Yamato 790310,1.57,found,1979,-71.5,35.66667
Yamato 790225,1.58,found,1979,-71.5,35.66667
Yamato 791544,1.58,found,1979,-71.5,35.66667
Yamato 791770,1.58,found,1979,-71.5,35.66667
Yamato 792999,1.58,found,1979,-71.5,35.66667
Yamato 793529,1.58,found,1979,-71.5,35.66667
Yamato 790222,1.59,found,1979,-71.5,35.66667
Yamato 790304,1.59,found,1979,-71.5,35.66667
Yamato 790923,1.59,found,1979,-71.5,35.66667
Yamato 790928,1.59,found,1979,-71.5,35.66667
Yamato 791764,1.59,found,1979,-71.5,35.66667
Yamato 793309,1.59,found,1979,-71.5,35.66667
Yamato 791943,1.6,found,1979,-71.5,35.66667
Yamato 793002,1.61,found,1979,-71.5,35.66667
Yamato 792985,1.62,found,1979,-71.5,35.66667
Yamato 792990,1.62,found,1979,-71.5,35.66667
Yamato 793003,1.62,found,1979,-71.5,35.66667
Yamato 790096,1.63,found,1979,-71.5,35.66667
Yamato 790702,1.63,found,1979,-71.5,35.66667
Yamato 791514,1.63,found,1979,-71.5,35.66667
Yamato 792349,1.63,found,1979,-71.5,35.66667
Yamato 792976,1.63,found,1979,-71.5,35.66667
Yamato 793178,1.63,found,1979,-71.5,35.66667
Yamato 790672,1.65,found,1979,-71.5,35.66667
Yamato 790893,1.65,found,1979,-71.5,35.66667
Yamato 790022,1.66,found,1979,-71.5,35.66667
Yamato 790485,1.66,found,1979,-71.5,35.66667
Yamato 791131,1.66,found,1979,-71.5,35.66667
Yamato 792987,1.66,found,1979,-71.5,35.66667
Yamato 792656,1.67,found,1979,-71.5,35.66667
Yamato 793011,1.67,found,1979,-71.5,35.66667
Yamato 790924,1.68,found,1979,-71.5,35.66667
Yamato 791954,1.68,found,1979,-71.5,35.66667
Yamato 790911,1.69,found,1979,-71.5,35.66667
Yamato 790353,1.7,found,1979,-71.5,35.66667
Yamato 792983,1.71,found,1979,-71.5,35.66667
Yamato 793310,1.71,found,1979,-71.5,35.66667
Yamato 791426,1.72,found,1979,-71.5,35.66667
Yamato 792634,1.72,found,1979,-71.5,35.66667
Yamato 791623,1.73,found,1979,-71.5,35.66667
Yamato 792633,1.73,found,1979,-71.5,35.66667
Yamato 791337,1.74,found,1979,-71.5,35.66667
Yamato 790226,1.77,found,1979,-71.5,35.66667
Yamato 792991,1.77,found,1979,-71.5,35.66667
Yamato 791944,1.78,found,1979,-71.5,35.66667
Yamato 790717,1.79,found,1979,-71.5,35.66667
Yamato 790720,1.79,found,1979,-71.5,35.66667
Yamato 790904,1.79,found,1979,-71.5,35.66667
Yamato 791335,1.79,found,1979,-71.5,35.66667
Yamato 793490,1.79,found,1979,-71.5,35.66667
Yamato 793391,1.8,found,1979,-71.5,35.66667
Yamato 790588,1.81,found,1979,-71.5,35.66667
Yamato 790920,1.81,found,1979,-71.5,35.66667
Yamato 790930,1.81,found,1979,-71.5,35.66667
Yamato 792626,1.81,found,1979,-71.5,35.66667
Yamato 793307,1.81,found,1979,-71.5,35.66667
Yamato 790343,1.82,found,1979,-71.5,35.66667
Yamato 791627,1.82,found,1979,-71.5,35.66667
Yamato 792620,1.82,found,1979,-71.5,35.66667
Yamato 792696,1.83,found,1979,-71.5,35.66667
Yamato 790701,1.84,found,1979,-71.5,35.66667
Yamato 791333,1.84,found,1979,-71.5,35.66667
Yamato 791334,1.84,found,1979,-71.5,35.66667
Yamato 791742,1.84,found,1979,-71.5,35.66667
Yamato 790218,1.85,found,1979,-71.5,35.66667
Yamato 793179,1.85,found,1979,-71.5,35.66667
Yamato 793493,1.85,found,1979,-71.5,35.66667
Yamato 790039,1.86,found,1979,-71.5,35.66667
Yamato 790721,1.86,found,1979,-71.5,35.66667
Yamato 791129,1.86,found,1979,-71.5,35.66667
Yamato 793009,1.86,found,1979,-71.5,35.66667
Yamato 790679,1.87,found,1979,-71.5,35.66667
Yamato 792632,1.87,found,1979,-71.5,35.66667
Yamato 790100,1.88,found,1979,-71.5,35.66667
Yamato 791134,1.88,found,1979,-71.5,35.66667
Yamato 794082,1.88,found,1979,-71.5,35.66667
Yamato 790903,1.89,found,1979,-71.5,35.66667
Yamato 790913,1.89,found,1979,-71.5,35.66667
Yamato 792654,1.89,found,1979,-71.5,35.66667
Yamato 791132,1.9,found,1979,-71.5,35.66667
Yamato 791549,1.9,found,1979,-71.5,35.66667
Yamato 790663,1.91,found,1979,-71.5,35.66667
Yamato 790922,1.91,found,1979,-71.5,35.66667
Yamato 791622,1.91,found,1979,-71.5,35.66667
Yamato 791763,1.91,found,1979,-71.5,35.66667
Yamato 792974,1.91,found,1979,-71.5,35.66667
Yamato 790907,1.92,found,1979,-71.5,35.66667
Yamato 791596,1.92,found,1979,-71.5,35.66667
Yamato 793335,1.92,found,1979,-71.5,35.66667
Yamato 790916,1.94,found,1979,-71.5,35.66667
Yamato 792625,1.94,found,1979,-71.5,35.66667
Yamato 792998,1.94,found,1979,-71.5,35.66667
Yamato 791899,1.95,found,1979,-71.5,35.66667
Yamato 792735,1.96,found,1979,-71.5,35.66667
Yamato 793324,1.97,found,1979,-71.5,35.66667
Yamato 790909,1.98,found,1979,-71.5,35.66667
Yamato 791901,1.98,found,1979,-71.5,35.66667
Yamato 792954,1.98,found,1979,-71.5,35.66667
Yamato 790670,1.99,found,1979,-71.5,35.66667
Yamato 791447,1.99,found,1979,-71.5,35.66667
Yamato 794034,1.99,found,1979,-71.5,35.66667
Yamato 790482,2,found,1979,-71.5,35.66667
Yamato 790718,2,found,1979,-71.5,35.66667
Yamato 792631,2,found,1979,-71.5,35.66667
Yamato 793000,2,found,1979,-71.5,35.66667
Yamato 793269,2,found,1979,-71.5,35.66667
Yamato 793305,2,found,1979,-71.5,35.66667
Yamato 790675,2.01,found,1979,-71.5,35.66667
Yamato 791749,2.01,found,1979,-71.5,35.66667
Yamato 794027,2.02,found,1979,-71.5,35.66667
Yamato 790673,2.03,found,1979,-71.5,35.66667
Yamato 792655,2.03,found,1979,-71.5,35.66667
Yamato 793263,2.03,found,1979,-71.5,35.66667
Yamato 790691,2.04,found,1979,-71.5,35.66667
Yamato 791898,2.04,found,1979,-71.5,35.66667
Yamato 792973,2.04,found,1979,-71.5,35.66667
Yamato 793182,2.04,found,1979,-71.5,35.66667
Yamato 790221,2.05,found,1979,-71.5,35.66667
Yamato 791359,2.05,found,1979,-71.5,35.66667
Yamato 790341,2.06,found,1979,-71.5,35.66667
Yamato 790894,2.06,found,1979,-71.5,35.66667
Yamato 791601,2.06,found,1979,-71.5,35.66667
Yamato 790217,2.07,found,1979,-71.5,35.66667
Yamato 792621,2.07,found,1979,-71.5,35.66667
Yamato 792981,2.07,found,1979,-71.5,35.66667
Yamato 793360,2.09,found,1979,-71.5,35.66667
Yamato 793462,2.09,found,1979,-71.5,35.66667
Yamato 790095,2.1,found,1979,-71.5,35.66667
Yamato 790307,2.1,found,1979,-71.5,35.66667
Yamato 790895,2.1,found,1979,-71.5,35.66667
Yamato 791082,2.1,found,1979,-71.5,35.66667
Yamato 791548,2.1,found,1979,-71.5,35.66667
Yamato 793268,2.1,found,1979,-71.5,35.66667
Roosevelt County 009,2.1,found,1979,34.08333,-103.5
Yamato 791155,2.11,found,1979,-71.5,35.66667
Yamato 792759,2.11,found,1979,-71.5,35.66667
Yamato 790678,2.12,found,1979,-71.5,35.66667
Yamato 793494,2.12,found,1979,-71.5,35.66667
Yamato 790131,2.13,found,1979,-71.5,35.66667
Yamato 790300,2.13,found,1979,-71.5,35.66667
Yamato 791481,2.13,found,1979,-71.5,35.66667
Yamato 792802,2.13,found,1979,-71.5,35.66667
Yamato 790902,2.14,found,1979,-71.5,35.66667
Yamato 791360,2.14,found,1979,-71.5,35.66667
Yamato 791378,2.14,found,1979,-71.5,35.66667
Yamato 791858,2.14,found,1979,-71.5,35.66667
Yamato 793306,2.14,found,1979,-71.5,35.66667
Yamato 792982,2.15,found,1979,-71.5,35.66667
Yamato 793247,2.15,found,1979,-71.5,35.66667
Yamato 793407,2.15,found,1979,-71.5,35.66667
Yamato 790910,2.16,found,1979,-71.5,35.66667
Yamato 791086,2.16,found,1979,-71.5,35.66667
Yamato 792977,2.16,found,1979,-71.5,35.66667
Yamato 792995,2.16,found,1979,-71.5,35.66667
Yamato 790889,2.17,found,1979,-71.5,35.66667
Yamato 791953,2.17,found,1979,-71.5,35.66667
Yamato 792896,2.17,found,1979,-71.5,35.66667
Yamato 790908,2.18,found,1979,-71.5,35.66667
Yamato 793454,2.18,found,1979,-71.5,35.66667
Yamato 790093,2.19,found,1979,-71.5,35.66667
Yamato 790303,2.19,found,1979,-71.5,35.66667
Yamato 790308,2.19,found,1979,-71.5,35.66667
Yamato 791127,2.19,found,1979,-71.5,35.66667
Yamato 791204,2.19,found,1979,-71.5,35.66667
Yamato 790680,2.2,found,1979,-71.5,35.66667
Yamato 791293,2.2,found,1979,-71.5,35.66667
Yamato 791900,2.2,found,1979,-71.5,35.66667
Yamato 793208,2.2,found,1979,-71.5,35.66667
Yamato 790674,2.21,found,1979,-71.5,35.66667
Yamato 790900,2.21,found,1979,-71.5,35.66667
Yamato 791515,2.21,found,1979,-71.5,35.66667
Yamato 792651,2.21,found,1979,-71.5,35.66667
Yamato 790713,2.22,found,1979,-71.5,35.66667
Yamato 790876,2.22,found,1979,-71.5,35.66667
Yamato 790898,2.22,found,1979,-71.5,35.66667
Yamato 793277,2.23,found,1979,-71.5,35.66667
Yamato 790668,2.24,found,1979,-71.5,35.66667
Yamato 790298,2.25,found,1979,-71.5,35.66667
Yamato 790921,2.25,found,1979,-71.5,35.66667
Yamato 792612,2.25,found,1979,-71.5,35.66667
Yamato 792972,2.25,found,1979,-71.5,35.66667
Yamato 790098,2.26,found,1979,-71.5,35.66667
Yamato 791690,2.26,found,1979,-71.5,35.66667
Yamato 790879,2.27,found,1979,-71.5,35.66667
Yamato 791332,2.27,found,1979,-71.5,35.66667
Yamato 792613,2.27,found,1979,-71.5,35.66667
Yamato 790305,2.28,found,1979,-71.5,35.66667
Yamato 792623,2.29,found,1979,-71.5,35.66667
Yamato 790381,2.3,found,1979,-71.5,35.66667
Yamato 792629,2.3,found,1979,-71.5,35.66667
Yamato 793196,2.3,found,1979,-71.5,35.66667
Yamato 792843,2.31,found,1979,-71.5,35.66667
Yamato 790671,2.32,found,1979,-71.5,35.66667
Yamato 791390,2.32,found,1979,-71.5,35.66667
Yamato 791649,2.32,found,1979,-71.5,35.66667
Yamato 792630,2.32,found,1979,-71.5,35.66667
Yamato 792970,2.32,found,1979,-71.5,35.66667
Yamato 791896,2.33,found,1979,-71.5,35.66667
Yamato 790220,2.34,found,1979,-71.5,35.66667
Yamato 790431,2.34,found,1979,-71.5,35.66667
Yamato 793559,2.34,found,1979,-71.5,35.66667
Yamato 790395,2.35,found,1979,-71.5,35.66667
Yamato 790689,2.35,found,1979,-71.5,35.66667
Yamato 791331,2.35,found,1979,-71.5,35.66667
Yamato 790669,2.36,found,1979,-71.5,35.66667
Yamato 790423,2.37,found,1979,-71.5,35.66667
Yamato 790716,2.37,found,1979,-71.5,35.66667
Yamato 790918,2.37,found,1979,-71.5,35.66667
Yamato 791300,2.37,found,1979,-71.5,35.66667
Yamato 791356,2.37,found,1979,-71.5,35.66667
Yamato 792346,2.37,found,1979,-71.5,35.66667
Yamato 792912,2.37,found,1979,-71.5,35.66667
Yamato 790223,2.38,found,1979,-71.5,35.66667
Yamato 790666,2.38,found,1979,-71.5,35.66667
Yamato 791176,2.39,found,1979,-71.5,35.66667
Yamato 791302,2.39,found,1979,-71.5,35.66667
Yamato 790844,2.4,found,1979,-71.5,35.66667
Yamato 790915,2.4,found,1979,-71.5,35.66667
Yamato 790979,2.4,found,1979,-71.5,35.66667
Yamato 793442,2.4,found,1979,-71.5,35.66667
Yamato 793327,2.42,found,1979,-71.5,35.66667
Yamato 793504,2.42,found,1979,-71.5,35.66667
Yamato 791895,2.43,found,1979,-71.5,35.66667
Yamato 791542,2.44,found,1979,-71.5,35.66667
Yamato 791621,2.44,found,1979,-71.5,35.66667
Yamato 792997,2.44,found,1979,-71.5,35.66667
Yamato 790091,2.45,found,1979,-71.5,35.66667
Yamato 790712,2.45,found,1979,-71.5,35.66667
Yamato 792618,2.45,found,1979,-71.5,35.66667
Yamato 790097,2.46,found,1979,-71.5,35.66667
Yamato 790886,2.46,found,1979,-71.5,35.66667
Yamato 791130,2.46,found,1979,-71.5,35.66667
Yamato 790684,2.47,found,1979,-71.5,35.66667
Yamato 790700,2.47,found,1979,-71.5,35.66667
Yamato 790880,2.47,found,1979,-71.5,35.66667
Yamato 791304,2.48,found,1979,-71.5,35.66667
Yamato 791522,2.48,found,1979,-71.5,35.66667
Yamato 790905,2.49,found,1979,-71.5,35.66667
Yamato 791303,2.49,found,1979,-71.5,35.66667
Yamato 793320,2.49,found,1979,-71.5,35.66667
Yamato 792608,2.5,found,1979,-71.5,35.66667
Yamato 790245,2.51,found,1979,-71.5,35.66667
Yamato 790899,2.51,found,1979,-71.5,35.66667
Yamato 791306,2.51,found,1979,-71.5,35.66667
Yamato 792971,2.51,found,1979,-71.5,35.66667
Yamato 793197,2.51,found,1979,-71.5,35.66667
Yamato 793463,2.51,found,1979,-71.5,35.66667
Yamato 790306,2.52,found,1979,-71.5,35.66667
Yamato 791584,2.52,found,1979,-71.5,35.66667
Yamato 792930,2.53,found,1979,-71.5,35.66667
Yamato 791789,2.55,found,1979,-71.5,35.66667
Yamato 792624,2.57,found,1979,-71.5,35.66667
Yamato 792969,2.57,found,1979,-71.5,35.66667
Yamato 790676,2.58,found,1979,-71.5,35.66667
Yamato 790914,2.58,found,1979,-71.5,35.66667
Yamato 791309,2.58,found,1979,-71.5,35.66667
Yamato 790092,2.59,found,1979,-71.5,35.66667
Yamato 792729,2.59,found,1979,-71.5,35.66667
Allan Hills A79032,2.6,found,1979,-76.70306,159.39278
Yamato 791292,2.6,found,1979,-71.5,35.66667
Yamato 792591,2.6,found,1979,-71.5,35.66667
Yamato 792650,2.6,found,1979,-71.5,35.66667
Yamato 790683,2.61,found,1979,-71.5,35.66667
Yamato 791133,2.61,found,1979,-71.5,35.66667
Yamato 792711,2.61,found,1979,-71.5,35.66667
Yamato 791278,2.62,found,1979,-71.5,35.66667
Yamato 793555,2.62,found,1979,-71.5,35.66667
Yamato 790042,2.64,found,1979,-71.5,35.66667
Yamato 790219,2.64,found,1979,-71.5,35.66667
Yamato 790710,2.64,found,1979,-71.5,35.66667
Yamato 791673,2.64,found,1979,-71.5,35.66667
Yamato 792967,2.65,found,1979,-71.5,35.66667
Yamato 791287,2.66,found,1979,-71.5,35.66667
Yamato 791175,2.67,found,1979,-71.5,35.66667
Yamato 791279,2.67,found,1979,-71.5,35.66667
Yamato 790099,2.68,found,1979,-71.5,35.66667
Yamato 791288,2.68,found,1979,-71.5,35.66667
Yamato 791689,2.68,found,1979,-71.5,35.66667
Yamato 792605,2.68,found,1979,-71.5,35.66667
Yamato 792968,2.68,found,1979,-71.5,35.66667
Yamato 791298,2.69,found,1979,-71.5,35.66667
Yamato 791894,2.69,found,1979,-71.5,35.66667
Yamato 792604,2.69,found,1979,-71.5,35.66667
Yamato 792980,2.69,found,1979,-71.5,35.66667
Allan Hills A79031,2.7,found,1979,-76.70306,159.39306
Yamato 792606,2.7,found,1979,-71.5,35.66667
Yamato 792895,2.7,found,1979,-71.5,35.66667
Yamato 794022,2.7,found,1979,-71.5,35.66667
Yamato 791183,2.71,found,1979,-71.5,35.66667
Yamato 792710,2.71,found,1979,-71.5,35.66667
Yamato 792619,2.72,found,1979,-71.5,35.66667
Yamato 793304,2.72,found,1979,-71.5,35.66667
Yamato 792648,2.73,found,1979,-71.5,35.66667
Yamato 792649,2.73,found,1979,-71.5,35.66667
Yamato 791290,2.74,found,1979,-71.5,35.66667
Yamato 791358,2.74,found,1979,-71.5,35.66667
Yamato 793458,2.74,found,1979,-71.5,35.66667
Yamato 790243,2.76,found,1979,-71.5,35.66667
Yamato 791291,2.77,found,1979,-71.5,35.66667
Yamato 790714,2.78,found,1979,-71.5,35.66667
Yamato 791357,2.78,found,1979,-71.5,35.66667
Yamato 791792,2.78,found,1979,-71.5,35.66667
Yamato 792587,2.78,found,1979,-71.5,35.66667
Yamato 792610,2.78,found,1979,-71.5,35.66667
Yamato 793441,2.78,found,1979,-71.5,35.66667
Yamato 790709,2.79,found,1979,-71.5,35.66667
Yamato 791713,2.79,found,1979,-71.5,35.66667
Yamato 790351,2.8,found,1979,-71.5,35.66667
Yamato 792946,2.8,found,1979,-71.5,35.66667
Yamato 793319,2.8,found,1979,-71.5,35.66667
Yamato 791305,2.81,found,1979,-71.5,35.66667
Yamato 790120,2.82,found,1979,-71.5,35.66667
Yamato 790330,2.82,found,1979,-71.5,35.66667
Yamato 791521,2.82,found,1979,-71.5,35.66667
Yamato 792347,2.82,found,1979,-71.5,35.66667
Yamato 792603,2.83,found,1979,-71.5,35.66667
Yamato 792627,2.83,found,1979,-71.5,35.66667
Yamato 791308,2.84,found,1979,-71.5,35.66667
Yamato 790497,2.85,found,1979,-71.5,35.66667
Yamato 790708,2.85,found,1979,-71.5,35.66667
Yamato 791520,2.85,found,1979,-71.5,35.66667
Yamato 791643,2.85,found,1979,-71.5,35.66667
Yamato 793492,2.85,found,1979,-71.5,35.66667
Yamato 793262,2.89,found,1979,-71.5,35.66667
Yamato 791699,2.91,found,1979,-71.5,35.66667
Yamato 792734,2.91,found,1979,-71.5,35.66667
Yamato 790677,2.92,found,1979,-71.5,35.66667
Yamato 790681,2.92,found,1979,-71.5,35.66667
Yamato 790888,2.92,found,1979,-71.5,35.66667
Yamato 791547,2.92,found,1979,-71.5,35.66667
Yamato 790301,2.93,found,1979,-71.5,35.66667
Yamato 790694,2.93,found,1979,-71.5,35.66667
Yamato 790896,2.93,found,1979,-71.5,35.66667
Yamato 792611,2.93,found,1979,-71.5,35.66667
Yamato 790878,2.94,found,1979,-71.5,35.66667
Yamato 791182,2.95,found,1979,-71.5,35.66667
Yamato 791848,2.95,found,1979,-71.5,35.66667
Yamato 792607,2.95,found,1979,-71.5,35.66667
Yamato 792609,2.95,found,1979,-71.5,35.66667
Yamato 793362,2.95,found,1979,-71.5,35.66667
Yamato 790297,2.96,found,1979,-71.5,35.66667
Yamato 790498,2.96,found,1979,-71.5,35.66667
Yamato 790665,2.97,found,1979,-71.5,35.66667
Yamato 791780,2.98,found,1979,-71.5,35.66667
Yamato 792614,2.98,found,1979,-71.5,35.66667
Yamato 790293,2.99,found,1979,-71.5,35.66667
Yamato 792348,2.99,found,1979,-71.5,35.66667
Yamato 793206,2.99,found,1979,-71.5,35.66667
Yamato 790715,3,found,1979,-71.5,35.66667
Yamato 791330,3,found,1979,-71.5,35.66667
Yamato 790883,3.02,found,1979,-71.5,35.66667
Yamato 792616,3.02,found,1979,-71.5,35.66667
Yamato 790447,3.03,found,1979,-71.5,35.66667
Yamato 791391,3.03,found,1979,-71.5,35.66667
Yamato 790088,3.04,found,1979,-71.5,35.66667
Yamato 790873,3.04,found,1979,-71.5,35.66667
Yamato 791125,3.04,found,1979,-71.5,35.66667
Yamato 791280,3.04,found,1979,-71.5,35.66667
Yamato 792602,3.04,found,1979,-71.5,35.66667
Yamato 792617,3.04,found,1979,-71.5,35.66667
Yamato 790711,3.05,found,1979,-71.5,35.66667
Yamato 790877,3.05,found,1979,-71.5,35.66667
Yamato 791651,3.05,found,1979,-71.5,35.66667
Yamato 794033,3.05,found,1979,-71.5,35.66667
Yamato 791301,3.06,found,1979,-71.5,35.66667
Yamato 793491,3.06,found,1979,-71.5,35.66667
Yamato 790868,3.07,found,1979,-71.5,35.66667
Yamato 791307,3.07,found,1979,-71.5,35.66667
Yamato 792592,3.07,found,1979,-71.5,35.66667
Yamato 790480,3.08,found,1979,-71.5,35.66667
Yamato 791392,3.08,found,1979,-71.5,35.66667
Yamato 793433,3.08,found,1979,-71.5,35.66667
Yamato 790291,3.09,found,1979,-71.5,35.66667
Yamato 790891,3.09,found,1979,-71.5,35.66667
Yamato 793183,3.09,found,1979,-71.5,35.66667
Yamato 794075,3.1,found,1979,-71.5,35.66667
Yamato 791498,3.11,found,1979,-71.5,35.66667
Yamato 790439,3.12,found,1979,-71.5,35.66667
Yamato 792628,3.12,found,1979,-71.5,35.66667
Yamato 793395,3.12,found,1979,-71.5,35.66667
Yamato 791433,3.13,found,1979,-71.5,35.66667
Yamato 793189,3.13,found,1979,-71.5,35.66667
Yamato 793476,3.15,found,1979,-71.5,35.66667
Yamato 792801,3.16,found,1979,-71.5,35.66667
Yamato 790094,3.17,found,1979,-71.5,35.66667
Yamato 790698,3.17,found,1979,-71.5,35.66667
Yamato 791153,3.17,found,1979,-71.5,35.66667
Yamato 791759,3.17,found,1979,-71.5,35.66667
Yamato 790688,3.19,found,1979,-71.5,35.66667
Yamato 791575,3.19,found,1979,-71.5,35.66667
Yamato 792615,3.19,found,1979,-71.5,35.66667
Yamato 790693,3.22,found,1979,-71.5,35.66667
Yamato 792708,3.22,found,1979,-71.5,35.66667
Yamato 790887,3.23,found,1979,-71.5,35.66667
Yamato 791465,3.23,found,1979,-71.5,35.66667
Yamato 791815,3.24,found,1979,-71.5,35.66667
Yamato 792979,3.24,found,1979,-71.5,35.66667
Yamato 791660,3.25,found,1979,-71.5,35.66667
Yamato 791582,3.26,found,1979,-71.5,35.66667
Yamato 791897,3.26,found,1979,-71.5,35.66667
Yamato 793359,3.26,found,1979,-71.5,35.66667
Yamato 790856,3.27,found,1979,-71.5,35.66667
Yamato 792515,3.28,found,1979,-71.5,35.66667
Yamato 791282,3.29,found,1979,-71.5,35.66667
Yamato 790295,3.31,found,1979,-71.5,35.66667
Yamato 792975,3.31,found,1979,-71.5,35.66667
Yamato 791890,3.32,found,1979,-71.5,35.66667
Yamato 792953,3.32,found,1979,-71.5,35.66667
Yamato 793530,3.33,found,1979,-71.5,35.66667
Yamato 790685,3.34,found,1979,-71.5,35.66667
Yamato 791602,3.35,found,1979,-71.5,35.66667
Yamato 791654,3.35,found,1979,-71.5,35.66667
Yamato 793198,3.35,found,1979,-71.5,35.66667
Yamato 792913,3.37,found,1979,-71.5,35.66667
Yamato 790089,3.39,found,1979,-71.5,35.66667
Yamato 790978,3.39,found,1979,-71.5,35.66667
Yamato 791104,3.39,found,1979,-71.5,35.66667
Yamato 791128,3.39,found,1979,-71.5,35.66667
Yamato 792911,3.4,found,1979,-71.5,35.66667
Yamato 790349,3.42,found,1979,-71.5,35.66667
Yamato 791362,3.42,found,1979,-71.5,35.66667
